Agent_claude_LLM_Clarity_Rating,Agent_claude_LLM_Completeness_Rating,Agent_claude_LLM_Consistency_Rating,Agent_claude_PSNR,Agent_claude_RMSE,Agent_claude_SAM,Agent_claude_SRE,Agent_claude_SSIM,Agent_claude_UIQ,Architectural Notation,Architectural Styles,Architecture Scope,Behavior,Clean_Repo_Name,Colored?,Components Nature,Concern,Connectors Direction,Connectors Nature,Design Overlays,Explicit Connectors?,Explicit Ports/Interfaces?,Granularity,Legend?,Nested Components?,Notes,QAs,Repository Name,Shapes,Technologies,repo_url,summary_token_count
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.2998,0.0108,89.2238,62.9917,0.7497,0.0026,"boxes_and_arrows, icons_and_arrows",NA,entire,"static, dynamic",dsc-sookmyung_2023-mention-all-SolutionChallenge,y,"technologies, containers, DBs",deployment,"uni, bi","control_flow, communication",n,y,n,high,n,y,,maintainability,dsc-sookmyung/2023-mention-all-SolutionChallenge,"rectangles, icons","github, android, ios, docker, kubernetes",https://github.com/dsc-sookmyung/2023-mention-all-SolutionChallenge/,1037
Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,26.0588,0.0498,32.6794,43.2546,0.1414,-0.0031,boxes_and_arrows,NA,part,dynamic,zalando-incubator_fabric-gateway,y,"technologies, servers, services",control_flow,uni,control_flow,n,y,n,medium,y,y,,"functional_suitability, interaction_capability",zalando-incubator/fabric-gateway,"rectangles, icons",kubernetes,https://github.com/zalando-incubator/fabric-gateway/,1043
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.6382,0.0147,89.7807,57.5866,0.5480,-0.0014,"boxes, icons_and_arrows",SOA,part,static,apigee_consumer-data-standards-au,y,"technologies, APIs","deployment, connectivity",uni,communication,n,y,n,medium,n,y,,maintainability,apigee/consumer-data-standards-au,"rectangles, icons",google,https://github.com/apigee/consumer-data-standards-au/,1357
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.1838,0.0123,89.7822,59.8984,0.6769,-0.0006,icons_and_arrows,NA,entire,static,today-real-estate_today-real-estate_front-end,y,technologies,deployment,bi,dependencies,n,y,n,high,n,n,,maintainability,today-real-estate/today-real-estate_front-end,icons,"mysql, google, gradle, spring, java, jsoup, vuejs, kakaomap",https://github.com/today-real-estate/today-real-estate_front-end/,934
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.1568,0.0139,89.6649,57.3279,0.5883,0.0060,boxes_and_arrows,NA,part,dynamic,mebaysan_Modern-Data-Architecture,y,"technologies, DBs",deployment,"uni, bi",data_flow,n,y,n,high,n,y,,maintainability,mebaysan/Modern-Data-Architecture,"rectangles, icons","aws, elasticsearch, postgresql, powerbi, superset, dbt, tableau",https://github.com/mebaysan/Modern-Data-Architecture/,862
Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.4200,0.0135,89.5755,59.1339,0.6179,0.0014,boxes_and_arrows,client-server,entire,static,anjuchamantha_EMonitor,y,"DBs, network_components, devices, devices, servers",connectivity,"uni, bi",communication,n,y,n,high,n,y,IOT,maintainability,anjuchamantha/EMonitor,"rectangles, squares",NA,https://github.com/anjuchamantha/EMonitor/,1163
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,31.1243,0.0278,82.9330,51.4590,0.3795,0.0007,boxes,layered,entire,static,zwt-sdk_zwt,y,"APIs, technologies, packages",general,NA,NA,n,n,n,high,n,n,,maintainability,zwt-sdk/zwt,rectangles,"java, android, linux, ios, windows",https://github.com/zwt-sdk/zwt/,1062
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.0195,0.0112,88.3673,65.1022,0.7625,-0.0008,boxes_and_arrows,"layered, pipes-and-filters",entire,dynamic,YW-Ma_Algorithms-Visualizer,n,"APIs, technologies, DBs, sub-systems",control_flow,"uni, no","control_flow, dependencies",n,y,n,medium,n,y,,maintainability,YW-Ma/Algorithms-Visualizer,"rectangles, cylinders",NA,https://github.com/YW-Ma/Algorithms-Visualizer/,1423
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.9747,0.0126,89.3974,60.1032,0.6173,0.0011,boxes_and_arrows,pipes-and-filters,entire,dynamic,alanchn31_Movalytics-Data-Warehouse,y,"technologies, DBs, APIs, steps",data_flow,uni,data_flow,n,y,n,high,n,y,,"maintainability, functional_suitability",alanchn31/Movalytics-Data-Warehouse,"rectangles, icons","aws, apache, kaggle, fred",https://github.com/alanchn31/Movalytics-Data-Warehouse/,1158
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.2568,0.0154,89.5776,57.7382,0.5267,-0.0019,boxes_and_arrows,pipes-and-filters,entire,"static, dynamic",Scientific-Computing-Lab-NRCN_compar,y,"classes, DBs",control_flow,"uni, bi",data_flow,parameters,y,n,low,n,n,,maintainability,Scientific-Computing-Lab-NRCN/compar,"rectangles, circles",NA,https://github.com/Scientific-Computing-Lab-NRCN/compar/,1439
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,31.1947,0.0276,89.5484,50.4419,0.3829,-0.0060,boxes,layered,entire,static,matrix-io_matrix-malos-zwave,y,"technologies, APIs, clients",general,NA,NA,URLs,n,n,medium,n,y,,maintainability,matrix-io/matrix-malos-zwave,rectangles,"python, zmq, javascript, sigma_designs",https://github.com/matrix-io/matrix-malos-zwave/,1232
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.9236,0.0179,86.7853,55.8940,0.5033,0.0044,boxes_and_arrows,event-driven,part,"static, dynamic",nikmis_xentrace-analysis,y,"steps, DBs, hardware_components, sub-systems","deployment, data_flow",uni,data_flow,n,y,n,medium,n,y,,"maintainability, flexibility",nikmis/xentrace-analysis,"rectangles, cylinders",NA,https://github.com/nikmis/xentrace-analysis/,1088
Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,36.9419,0.0142,87.7101,61.0195,0.7049,-0.0042,boxes_and_arrows,NA,entire,static,AmnisIO_AmnisIO,y,"clients, technologies",general,uni,dependencies,n,y,y,high,n,y,,maintainability,AmnisIO/AmnisIO,rectangles,"typescript, c, pio",https://github.com/AmnisIO/AmnisIO/,907
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.0003,0.0158,85.6263,55.7875,0.4681,-0.0045,boxes,layered,entire,static,bianjieai_tibc,n,"layers, technologies, functions, DBs",general,NA,NA,n,n,n,medium,n,y,blockchain,"maintainability, security",bianjieai/tibc,rectangles,"ethereum, bsc, cosmos, iris, bsn",https://github.com/bianjieai/tibc/,1031
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.1235,0.0139,89.2216,62.0143,0.7799,-0.0003,boxes_and_arrows,NA,part,static,sugarlabs_musicblocks-v4-lib,y,"packages, classes",general,uni,"function_calls, dependencies",n,y,n,low,n,n,,maintainability,sugarlabs/musicblocks-v4-lib,rectangles,NA,https://github.com/sugarlabs/musicblocks-v4-lib/,871
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.2173,0.0173,89.6709,63.4581,0.7370,0.0012,boxes_and_arrows,SOA,entire+,static,leopardslab_gocloud,y,"technologies, services","deployment, connectivity","uni, bi",communication,n,y,n,high,n,y,,"maintainability, performance_efficiency",leopardslab/gocloud,"rectangles, squares","aws, google, openstack, azure, ali_cloud",https://github.com/leopardslab/gocloud/,1468
Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.7660,0.0129,89.0047,61.9770,0.6508,-0.0041,"boxes, icons_and_arrows",event-driven,part,dynamic,aws-solutions_automated-security-response-on-aws,y,"technologies, DBs, services, functions","security, control_flow, deployment",uni,control_flow,n,y,n,medium,n,y,,security,aws-solutions/automated-security-response-on-aws,"rectangles, squares, icons",aws,https://github.com/aws-solutions/automated-security-response-on-aws/,1287
Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,25.3335,0.0541,19.9932,38.3089,0.0790,-0.0013,boxes_and_arrows,SOA,entire,dynamic,codahale_sneaker,n,"servers, technologies","security, deployment",uni,control_flow,n,y,n,high,n,n,,"security, functional_suitability, maintainability",codahale/sneaker,"rectangles, diamonds",aws,https://github.com/codahale/sneaker/,806
Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,36.6585,0.0147,89.8025,62.3490,0.7482,-0.0023,"boxes, icons_and_arrows",client-server,entire,static,emreturgutce_stock-management,y,"DBs, technologies, servers",deployment,"uni, bi","communication, data_flow",URLs,y,n,high,n,y,,maintainability,emreturgutce/stock-management,"rectangles, squares, icons","aws, postgresql, nodejs, redis, react, netlify, heroku",https://github.com/emreturgutce/stock-management/,757
Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,41.4951,0.0084,89.9534,63.6261,0.7618,-0.0005,boxes_and_arrows,"microservices, publish-subscribe",entire,dynamic,chirgjin_track-my-events,n,"services, clients, technologies, DBs",control_flow,uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",chirgjin/track-my-events,"rectangles, cylinders",postgresql,https://github.com/chirgjin/track-my-events/,1106
Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,35.7697,0.0163,89.3757,58.5029,0.5896,0.0010,boxes_and_arrows,"client-server, MVC, rest",entire,static,jun108059_Elasticsearch-SpringBoot,y,"clients, servers, DBs, packages, technologies",connectivity,"uni, bi",data_flow,n,y,n,medium,n,y,,maintainability,jun108059/Elasticsearch-SpringBoot,"rectangles, icons","spring, elasticsearch, thymeleaf, mysql",https://github.com/jun108059/Elasticsearch-SpringBoot/,924
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.5391,0.0118,89.7061,60.5044,0.6923,0.0005,boxes_and_arrows,NA,part,static,onprem_foundry,n,sub-systems,general,uni,dependencies,n,y,n,high,n,y,,maintainability,onprem/foundry,"rectangles, squares","aws, google",https://github.com/onprem/foundry/,1085
Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,NA,NA,NA,NA,NA,NA,boxes_and_arrows,layered,entire,"static, dynamic",philipplackner_IvyWallet-PL_Version,y,"layers, sub-systems, functions, DBs",control_flow,uni,control_flow,n,y,n,medium,n,y,,"functional_suitability, maintainability",philipplackner/IvyWallet-PL_Version,rectangles,NA,https://github.com/philipplackner/IvyWallet-PL_Version/,1368
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.5605,0.0167,89.9092,56.7985,0.5815,0.0046,boxes_and_arrows,NA,part,dynamic,michaelsrichter_azure.owasp,y,sub-systems,"deployment, performance",uni,data_flow,n,y,n,high,n,n,,performance_efficiency,michaelsrichter/azure.owasp,rectangles,NA,https://github.com/michaelsrichter/azure.owasp/,1430
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,28.0502,0.0396,52.6947,50.6638,0.3927,-0.0044,icons_and_arrows,SOA,entire,dynamic,IBM_vpc-flowlogs-log-analysis,y,technologies,control_flow,uni,control_flow,n,y,n,high,n,n,,functional_suitability,IBM/vpc-flowlogs-log-analysis,icons,"ibm, nodejs",https://github.com/IBM/vpc-flowlogs-log-analysis/,751
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.8728,0.0128,88.9042,61.0212,0.6749,0.0007,boxes_and_arrows,"client-server, MVC",entire,static,NatalieLouise91_T3A2-Skemi-FrontEnd,y,"steps, sub-systems",general,uni,data_flow,n,y,n,medium,n,y,,maintainability,NatalieLouise91/T3A2-Skemi-FrontEnd,rectangles,"netlify, heroku",https://github.com/NatalieLouise91/T3A2-Skemi-FrontEnd/,920
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.1707,0.0551,17.2388,38.3175,0.0845,-0.0009,boxes_and_arrows,MVVM,entire,static,kerollesroshdi_Cima-,n,packages,general,uni,data_flow,n,y,n,medium,n,n,,maintainability,kerollesroshdi/Cima-,rectangles,NA,https://github.com/kerollesroshdi/Cima-/,1379
Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,27.3970,0.0427,89.3194,44.9633,0.3428,-0.0002,boxes_and_arrows,clean,entire,static,takoko55_LectureLens,y,"DBs, packages",general,uni,"dependencies, control_flow",n,y,n,high,y,y,,maintainability,takoko55/LectureLens,rectangles,NA,https://github.com/takoko55/LectureLens/,915
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.6870,0.0583,7.5311,31.8360,0.0534,-0.0002,boxes_and_arrows,NA,entire,static,googleinterns_typescript-flag-upgrade,n,packages,general,bi,NA,n,y,n,high,n,n,,maintainability,googleinterns/typescript-flag-upgrade,circles,NA,https://github.com/googleinterns/typescript-flag-upgrade/,800
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.4417,0.0120,88.8490,62.0296,0.6814,0.0019,boxes_and_arrows,NA,entire+,dynamic,solenya-group_solenya,y,"DBs, network_components",data_flow,uni,data_flow,n,y,n,high,n,n,,functional_suitability,solenya-group/solenya,"triangles, pentagons",NA,https://github.com/solenya-group/solenya/,969
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.4163,0.0135,89.3702,59.9383,0.5641,0.0045,"boxes, boxes_and_arrows",layered,entire,static,23fa-cpsc490_canyough,n,"layers, packages",general,uni,NA,n,y,n,medium,n,y,,maintainability,23fa-cpsc490/canyough,rectangles,NA,https://github.com/23fa-cpsc490/canyough/,1221
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.0778,0.0125,89.7552,58.1932,0.5250,-0.0000,boxes_and_arrows,NA,entire,static,Resurgence-VM-Development_Resurgence,y,"sub-systems, packages",general,bi,dependencies,n,y,n,medium,n,y,,maintainability,Resurgence-VM-Development/Resurgence,rectangles,NA,https://github.com/Resurgence-VM-Development/Resurgence/,981
Does Not Meet Expectations,Partially Meets Expectations,Does Not Meet Expectations,33.9564,0.0201,89.2119,57.4082,0.5468,0.0035,boxes,"layered, microservices",entire+,static,thangchung_practical-dapr,y,"layers, packages, technologies",general,NA,NA,n,n,n,high,n,n,,maintainability,thangchung/practical-dapr,rectangles,"graphql, kubernetes, docker, c#, elasticsearch",https://github.com/thangchung/practical-dapr/,808
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.4644,0.0119,89.4899,60.1294,0.6448,0.0013,icons_and_arrows,client-server,entire+,dynamic,YashwantChauhan_SDL,y,"DBs, clients, servers, steps",control_flow,uni,control_flow,n,y,n,medium,n,n,,functional_suitability,YashwantChauhan/SDL,icons,NA,https://github.com/YashwantChauhan/SDL/,1039
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,NA,NA,NA,NA,NA,NA,icons_and_arrows,NA,part,static,hrchlhck_k8s-bigdata,y,containers,deployment,uni,dependencies,n,y,n,medium,y,y,,performance_efficiency,hrchlhck/k8s-bigdata,rectangles,NA,https://github.com/hrchlhck/k8s-bigdata/,1263
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.0636,0.0111,89.8165,57.6331,0.6267,-0.0065,boxes_and_arrows,NA,entire+,dynamic,XenitAB_git-auth-proxy,y,"technologies, sub-systems","security, deployment",uni,data_flow,n,y,n,high,n,n,,"security, performance_efficiency",XenitAB/git-auth-proxy,"rectangles, icons","azure, github",https://github.com/XenitAB/git-auth-proxy/,1006
Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,35.4972,0.0168,88.6146,55.1789,0.4112,-0.0046,boxes,NA,entire,static,ut-ims-robotics_robotont,y,"sub-systems, packages",general,NA,NA,n,n,n,medium,n,y,"ros, iot",maintainability,ut-ims-robotics/robotont,rectangles,NA,https://github.com/ut-ims-robotics/robotont/,1034
Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.5951,0.0148,87.4358,57.3602,0.5625,0.0029,boxes_and_arrows,microservices,entire,dynamic,anvasquezre_sabiduria_asegurada_experiments,y,"containers, technologies, DBs","deployment, connectivity",bi,communication,n,y,y,medium,n,y,,performance_efficiency,anvasquezre/sabiduria_asegurada_experiments,"rectangles, icons","qdrant, azuer, chainlit, fastapi, docker",https://github.com/anvasquezre/sabiduria_asegurada_experiments/,1077
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.8864,0.0570,12.5716,37.3181,0.0746,0.0001,boxes_and_arrows,client-server,entire,dynamic,jzyong_GameServer4g,y,"servers, clients, network_components, packages","deployment, connectivity",bi,communication,n,y,n,medium,y,y,,performance_efficiency,jzyong/GameServer4g,rectangles,NA,https://github.com/jzyong/GameServer4g/,1046
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.7041,0.0412,50.4195,53.9840,0.3824,0.0021,boxes,NA,entire,static,argrecsys_argael,n,"packages, DBs, data",general,bi,data_flow,n,y,n,medium,n,y,,maintainability,argrecsys/argael,rectangles,java,https://github.com/argrecsys/argael/,1443
Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.8182,0.0162,88.3526,57.9502,0.5602,0.0072,icons_and_arrows,NA,entire+,dynamic,terrenjpeterson_javawatch,y,"sub-systems, clients, servers",control_flow,uni,control_flow,n,y,n,high,n,y,iot,"performance_efficiency, functional_suitability",terrenjpeterson/javawatch,"icons, rectangles","python, aws, raspberry",https://github.com/terrenjpeterson/javawatch/,875
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.0447,0.0125,88.6279,62.9435,0.7814,0.0012,icons_and_arrows,NA,part,dynamic,Crazy0416_KnowledgeGraph,y,"technologies, DBs, clients",control_flow,uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",Crazy0416/KnowledgeGraph,icons,"cayley, mongodb, nodejs, elasticsearch",https://github.com/Crazy0416/KnowledgeGraph/,891
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.9529,0.0504,88.6666,37.8470,0.1973,0.0008,UML,NA,part,static,Taymindis_fcgi-function,n,"functions, classes",control_flow,uni,control_flow,n,y,n,low,n,y,,"functional_suitability, maintainability",Taymindis/fcgi-function,rectangles,"c, c++",https://github.com/Taymindis/fcgi-function/,1004
Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,35.2719,0.0172,89.6977,57.7337,0.5217,0.0029,icons_and_arrows,NA,entire+,dynamic,McOrts_taller-iot-sensor_radiactividad,y,"technologies, DBs, clients, hardware_components",deployment,bi,communication,snapshots,y,n,high,n,y,,"performance_efficiency, flexibility",McOrts/taller-iot-sensor_radiactividad,icons,"mqtt, docker, telegram, twitter, node-red",https://github.com/McOrts/taller-iot-sensor_radiactividad/,821
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.0171,0.0141,89.5512,63.2384,0.7319,0.0009,icons_and_arrows,"client-server, event-driven",entire+,dynamic,UBC-CIC_Student-Connect-App,n,"technologies, clients, DBs",control_flow,uni,control_flow,n,y,n,medium,n,n,,"functional_suitability, maintainability",UBC-CIC/Student-Connect-App,icons,"aws, react",https://github.com/UBC-CIC/Student-Connect-App/,1061
Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.3282,0.0121,89.2686,61.6297,0.6787,-0.0019,"icons_and_arrows, boxes","event-driven, SOA, layered",entire+,dynamic,xydo1990_mlops_zoomcamp_homework,y,"technologies, DBs, containers",control_flow,bi,control_flow,n,y,n,medium,n,y,,"functional_suitability, maintainability",xydo1990/mlops_zoomcamp_homework,"icons, rectangles","python, jupyter, aws, docker, prometheus, grafana, postgresql, nginx, mongodb, flask",https://github.com/xydo1990/mlops_zoomcamp_homework/,1099
Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,38.7581,0.0115,89.1177,60.1891,0.6443,-0.0034,icons_and_arrows,client-server,entire+,dynamic,UnoSD_UnoCash,y,"technologies, clients","deployment, control_flow",uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",UnoSD/UnoCash,icons,"azure, github, pulumi",https://github.com/UnoSD/UnoCash/,1355
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.6314,0.0165,88.5890,59.7220,0.7255,0.0020,icons_and_arrows,event-driven,entire,static,david3107_squatm3gator,y,"technologies, clients",security,bi,dependencies,snapshots,y,n,high,n,n,,security,david3107/squatm3gator,icons,"socket.io, redis",https://github.com/david3107/squatm3gator/,1318
Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.2289,0.0154,89.8628,57.0412,0.5452,0.0025,boxes_and_arrows,NA,entire+,static,iceland2k14_Kangrand,y,"clients, servers, DBs",deployment,bi,communication,n,y,n,high,n,n,,flexibility,iceland2k14/Kangrand,"rectangles, cylinders",NA,https://github.com/iceland2k14/Kangrand/,1224
Does Not Meet Expectations,Partially Meets Expectations,Does Not Meet Expectations,38.6889,0.0116,89.1505,59.0887,0.6137,0.0005,boxes_and_arrows,NA,part,static,SV-97_HumanResourceMachine,n,sub-systems,general,uni,control_flow,n,y,n,medium,n,n,,maintainability,SV-97/HumanResourceMachine,ellipses,NA,https://github.com/SV-97/HumanResourceMachine/,985
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.9267,0.0113,89.9323,65.0912,0.7617,-0.0008,boxes_and_arrows,microservices,entire+,dynamic,caraml-dev_turing,y,"services, sub-systems, DBs, containers",control_flow,uni,control_flow,n,y,y,medium,n,y,,"functional_suitability, maintainability",caraml-dev/turing,rectangles,kubernetes,https://github.com/caraml-dev/turing/,1004
Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,37.4752,0.0134,89.7190,59.8347,0.7319,-0.0013,icons_and_arrows,event-driven,part,static,doitintl_banias,y,"technologies, containers","deployment, control_flow",uni,control_flow,n,y,n,high,n,y,,"flexibility, performance_efficiency",doitintl/banias,"icons, rectangles","google, go, kubernetes",https://github.com/doitintl/banias/,823
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.0630,0.0125,89.7348,59.7589,0.6011,0.0080,"icons_and_arrows, boxes","publish-subscribe, client-server",entire,dynamic,numerica-ideas_ni-microservice-nodejs,y,"network_components, technologies, containers, hardware_components, clients, DBs",connectivity,bi,communication,n,y,n,medium,y,y,,"flexibility, performance_efficiency",numerica-ideas/ni-microservice-nodejs,"icons, rectangles",NA,https://github.com/numerica-ideas/ni-microservice-nodejs/,1037
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.1210,0.0156,88.8965,57.2115,0.4055,0.0008,boxes_and_arrows,NA,entire,"static, dynamic",gabrielfarah_OpenHub,y,"packages, DBs",general,uni,control_flow,n,y,n,medium,n,n,,maintainability,gabrielfarah/OpenHub,"rectangles, icons, cylinders","rabbitmq, python, javascript, php, github",https://github.com/gabrielfarah/OpenHub/,1024
Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.0343,0.0141,89.7886,61.6702,0.6962,0.0005,boxes_and_arrows,client-server,entire+,static,elpapi42_deep-deblurring,y,sub-systems,general,uni,communication,n,y,n,high,n,n,,maintainability,elpapi42/deep-deblurring,"rectangles, 3d",google,https://github.com/ElPapi42/deep-deblurring/,761
Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.0896,0.0125,89.0677,62.3371,0.6878,0.0027,icons_and_arrows,event-driven,entire,dynamic,jkahn117_aws-news,y,"technologies, DBs, steps",general,bi,"dependencies, communication",n,y,n,medium,n,y,,maintainability,jkahn117/aws-news,icons,aws,https://github.com/jkahn117/aws-news/,965
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,29.0162,0.0354,89.4778,54.9546,0.5292,-0.0037,boxes_and_arrows,client-server,part,static,meshery_meshery,y,"clients, servers, containers, sub-systems",deployment,bi,communication,text,y,n,medium,n,y,,"flexibility, performance_efficiency",meshery/meshery,"rectangles, icons","docker, kubernetes",https://github.com/meshery/meshery/,1162
Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.8059,0.0102,89.9476,61.9981,0.7227,0.0048,UML,NA,part,dynamic,duanfuxiang0_MysqlMigrationTool,n,"DBs, classes",control_flow,uni,control_flow,n,y,n,low,n,n,,"maintainability, functional_suitability",duanfuxiang0/MysqlMigrationTool,rectangles,NA,https://github.com/duanfuxiang0/MysqlMigrationTool/,925
Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,25.2933,0.0544,20.0789,40.4605,0.0845,-0.0002,boxes_and_arrows,client-server,entire,static,Connor1996_Pokemon,n,classes,general,no,dependencies,n,y,n,low,n,n,,maintainability,Connor1996/Pokemon,rectangles,NA,https://github.com/Connor1996/Pokemon/,1096
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.5786,0.0148,86.9670,56.4405,0.4833,0.0013,UML,client-server,part,dynamic,awslabs_benchmark-ai,n,"clients, technologies",control_flow,uni,data_flow,n,y,n,medium,n,n,,"maintainability, functional_suitability",awslabs/benchmark-ai,rectangles,aws,https://github.com/awslabs/benchmark-ai/,1321
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.8216,0.0144,89.3686,56.8961,0.5415,-0.0025,icons_and_arrows,NA,entire,dynamic,gaiax_fLibra,y,"technologies, clients",control_flow,uni,data_flow,n,y,n,high,n,n,,functional_suitability,gaiax/fLibra,icons,"ethereum, nodejs, firestore, aws, elasticsearch",https://github.com/gaiax/fLibra/,972
,,,NA,NA,NA,NA,NA,NA,boxes,SOA,entire+,static,oracle-quickstart_oci-confluent,n,"packages, containers, network_components","deployment, security",NA,NA,n,n,n,medium,y,y,,"flexibility, performance_efficiency, reliability, security",oracle-quickstart/oci-confluent,rectangles,"confluent, oracle",https://github.com/oracle-quickstart/oci-confluent/,887
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.7526,0.0130,89.2915,57.0764,0.5839,0.0038,icons_and_arrows,client-server,entire,dynamic,jlhood_retweet-leaderboard,y,"technologies, clients",control_flow,uni,control_flow,n,y,n,high,n,y,,functional_suitability,jlhood/retweet-leaderboard,icons,"aws, twitter",https://github.com/jlhood/retweet-leaderboard/,1088
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.7206,0.0130,88.6950,57.2865,0.4659,-0.0045,boxes_and_arrows,"layered, SOA",entire,static,bluekiri_mlab,y,"DBs, clients, servers, sub-systems",general,uni,communication,n,y,n,high,n,n,,maintainability,bluekiri/mlab,"rectangles, icons",mongodb,https://github.com/bluekiri/mlab/,1501
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,30.0010,0.0316,89.8414,61.1820,0.5861,0.0008,boxes_and_arrows,client-server,entire+,dynamic,mcuking_offline-package-webpack-plugin,y,"packages, technologies",control_flow,uni,control_flow,text,y,n,medium,n,n,,functional_suitability,mcuking/offline-package-webpack-plugin,rectangles,jenkins,https://github.com/mcuking/offline-package-webpack-plugin/,701
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.5006,0.0150,89.9257,59.8595,0.6960,0.0002,boxes_and_arrows,NA,entire,static,codestates_BEB-05-LeeSea,n,"layers, sub-systems, packages, classes",general,uni,communication,n,y,n,high,n,n,,maintainability,codestates/BEB-05-LeeSea,rectangles,NA,https://github.com/codestates/BEB-05-LeeSea/,1151
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.5707,0.0118,89.4912,62.0177,0.6925,0.0007,icons_and_arrows,event-driven,part,dynamic,LouisvilleMetro_WazeCCPProcessor,y,"functions, data",control_flow,uni,control_flow,text,y,n,low,n,n,,functional_suitability,LouisvilleMetro/WazeCCPProcessor,icons,aws,https://github.com/LouisvilleMetro/WazeCCPProcessor/,954
